"Channel Title","Channel URL","Channel ID",Position,"Video Title","Video URL","Video ID","Publish Date",Duration,Views,Description,"Thumbnail URL","Availability Status"
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,11,"Guadeloupe Paradise Tides at Pointe des Châteaux 🌊☀️",https://www.youtube.com/watch?v=VSkKK1jjMfY,VSkKK1jjMfY,2026-05-08T17:51:54Z,00:30,"1,156","Sunny and wildly windy day at Pointe des Châteaux — powerful high tides, deep blue Caribbean waters, and dramatic coastal views. 🌊☀️🌬️

#Guadeloupe #PointeDesChateaux #Caribbean #OceanViews #TravelShorts #IslandLife #BlueWaters #HighTides #TropicalVibes #YouTubeShort",https://i.ytimg.com/vi/VSkKK1jjMfY/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,12,"Guadeloupe Colorful Mardi Gras parade in Basse-Terre",https://www.youtube.com/watch?v=SkCTSR93aVo,SkCTSR93aVo,2026-05-07T10:01:18Z,00:16,"9,961","Happy dancers dressed in vibrant green costumes dance and walk through the streets, celebrating Caribbean culture, music, and carnival spirit during Mardi Gras in Guadeloupe. #MardiGras #Guadeloupe #Carnival #CaribbeanVibes #BasseTerre #Parade #Zouk #Festival #TravelShorts",https://i.ytimg.com/vi/SkCTSR93aVo/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,13,"Guadeloupe Mardi Gras Parade Magic 🎭✨ | Basse-Terre Red Carpet Vibes 🇬🇵",https://www.youtube.com/watch?v=HpGVVFW8TdI,HpGVVFW8TdI,2026-05-06T13:52:26Z,00:31,"1,373","Experience the vibrant energy of Mardi Gras in Guadeloupe! 🎉 Watch as the colorful parade approaches the red carpet in Basse-Terre, filled with dazzling costumes, rhythmic drums, and pure Caribbean spirit. Don’t miss this unforgettable celebration of culture, music, and tradition!

#MardiGras #Guadeloupe #BasseTerre #CarnivalVibes #Parade #CaribbeanCulture #Festival #TravelShorts #YouTubeShorts #Carnival2026 #StreetParade #IslandLife #CultureCelebration",https://i.ytimg.com/vi/HpGVVFW8TdI/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,14,"Guadeloupe Mardi Gras 🇬🇵 Basse-Terre – Groupe Excellence Parade 🔥🎭",https://www.youtube.com/watch?v=Ikv6lUqKlBs,Ikv6lUqKlBs,2026-05-05T11:14:26Z,00:13,433,"Experience the vibrant energy of Mardi Gras in Basse-Terre, Guadeloupe, as Groupe Excellence takes over the streets with powerful rhythms, colorful costumes, and unforgettable vibes! 🎶✨
This Caribbean carnival celebration is full of culture, music, and pure excitement you don’t want to miss.

#Guadeloupe #MardiGras #BasseTerre #GroupeExcellence #CarnivalVibes #CaribbeanCulture #StreetParade #FestivalEnergy #TravelShorts #YouTubeShorts #Carnival2026 #IslandLife #MusicAndDance #ExploreGuadeloupe #CulturalExperience",https://i.ytimg.com/vi/Ikv6lUqKlBs/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,15,"Sint Maarten Maho Beach Sunset Walk Planes taking off ✈️🌅",https://www.youtube.com/watch?v=Nqny8X6_HiY,Nqny8X6_HiY,2026-05-02T19:15:00Z,05:34,37,"Experience the thrill of a sunset walk along Maho Beach, one of the most famous plane-spotting locations in the world! 🌴 As the sun dips below the horizon, watch massive jets roar to life and blast down the runway just meters away from the beach. Feel the power of jet blast, hear the engines thunder, and soak in the golden Caribbean sunset vibes.

This is St. Maarten at its wildest—where aviation meets paradise. Whether you're an aviation enthusiast or just love unique travel experiences, this is something you have to see to believe!

👉 Don’t forget to LIKE, COMMENT, and SUBSCRIBE for more travel and aviation content!


#MahoBeach #StMaarten #JetBlast #PlaneSpotting #AviationLovers #SunsetWalk #BeachVibes #TravelVlog #AirplaneTakeoff #ExtremeTravel #CaribbeanSunset #AirportBeach #JetBlastExperience #TravelContent #4KTravel",https://i.ytimg.com/vi/Nqny8X6_HiY/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,16,"Driving in Guadeloupe | Saint-François to Pointe des Châteaux | Relaxing Real-Time Road Trip",https://www.youtube.com/watch?v=DTFM4MEQ3as,DTFM4MEQ3as,2026-05-01T08:55:58Z,15:27,179,"Experience a peaceful, real-time drive through the stunning landscapes of Guadeloupe on a bright, sunny day ☀️
This relaxing journey takes you from Saint-François to the breathtaking Pointe des Châteaux — one of the most iconic coastal routes in the Caribbean. Sit back, unwind, and enjoy the natural beauty, ocean views, and calming road atmosphere with no interruptions.
Perfect for: • Relaxation & stress relief
• Virtual travel & exploration
• Background ambiance
• Driving enthusiasts
📍 Route: Saint-François → Pointe des Châteaux, Guadeloupe
🌴 Island vibes, ocean breeze, and scenic coastal roads
If you enjoy real-time driving videos, don’t forget to like, comment, and subscribe for more journeys around the world!


#Guadeloupe #ScenicDrive #RelaxingDrive #CaribbeanTravel #PointeDesChateaux #SaintFrancois #DrivingTour #VirtualTravel #4KDrive #RoadTrip #RelaxingVideo #TravelVlog #IslandDrive #OceanView #AmbientVideo #NoTalking #RealTimeDrive #TravelRelaxation #NatureDrive #DrivingExperience",https://i.ytimg.com/vi/DTFM4MEQ3as/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,17,"Guadeloupe Mardi Gras 🌧️🎭 | Rainy Night Carnival Magic in Basse-Terre ✨",https://www.youtube.com/watch?v=WpuNOACxgXQ,WpuNOACxgXQ,2026-04-28T16:58:45Z,00:37,940,"Mardi Gras in Guadeloupe takes on a whole new atmosphere after sunset 🌙🎭
Even in the rain, the Basse-Terre carnival parade shines with energy—wet streets reflecting vibrant colors, music echoing through the night, and performers bringing the celebration closer to the red carpet. A magical mix of rain, rhythm, and Caribbean spirit.

 #Guadeloupe #MardiGras #Carnival #BasseTerre #RainyVibes #NightParade #CarnivalMagic #CaribbeanCulture #FestivalNight #TravelShorts #RainAndLights #ParadeVibes #IslandLife #Shorts",https://i.ytimg.com/vi/WpuNOACxgXQ/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,18,"Guadeloupe Carnival Parade in Basse-Terre – Mardi Gras Magic! 🇬🇵☀️",https://www.youtube.com/watch?v=eMQkhPZaG1Y,eMQkhPZaG1Y,2026-04-26T09:13:27Z,00:38,"1,135","Feel the rhythm, colors, and energy as this vibrant carnival parade gets closer to the red carpet! Dancers, music, and sunshine come together for an unforgettable Mardi Gras celebration in the heart of Guadeloupe.
✨ Pure Caribbean vibes, dazzling costumes, and nonstop joy – this is carnival at its best!
#Guadeloupe #Carnival #MardiGras #BasseTerre #CaribbeanVibes #CarnivalParade #TravelShorts #ColorfulParade #FestivalVibes #IslandLife #DanceAndMusic #SunnyVibes #CultureTrip #TravelInspiration #ParadeMagic",https://i.ytimg.com/vi/eMQkhPZaG1Y/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,19,"Mardi Gras Magic in Basse-Terre, Guadeloupe 🇬🇵✨",https://www.youtube.com/watch?v=B7JxFIXmcOE,B7JxFIXmcOE,2026-04-25T08:29:06Z,00:36,"1,235","Step into the vibrant streets of Basse-Terre during Mardi Gras, where rhythm, color, and culture come alive! This unforgettable parade features a dazzling team dressed in iconic French-inspired costumes — from Moulin Rouge elegance to Eiffel Tower flair. 🇫🇷💃
Feel the energy, hear the drums, and experience the fusion of Caribbean spirit with Parisian charm. A celebration like no other! 🎶🔥
#MardiGras #Guadeloupe #BasseTerre #CarnivalVibes #FrenchStyle #MoulinRouge #EiffelTower #CaribbeanCulture #ParadeLife #TravelInspiration #FestivalSeason #IslandVibes #CultureFusion #StreetParade #ColorfulWorld",https://i.ytimg.com/vi/B7JxFIXmcOE/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,20,"Guadeloupe Carnival 2026 Pointe-à-Pitre Ash Wednesday Finale | Burning of King Vaval & Live Parade",https://www.youtube.com/watch?v=52mwu1uhnas,52mwu1uhnas,2026-04-24T18:33:55Z,34:38,52,"Experience the powerful finale of the Guadeloupe Carnival in Pointe-à-Pitre on Ash Wednesday (Mercredi des Cendres). This emotional and symbolic night marks the end of weeks of celebration with the burning of King Vaval, the spirit of the carnival.
Filmed in the vibrant streets of Pointe-à-Pitre, this video captures the evening parade filled with rhythm, dancing, and singing by the incredible Excellence Group. The atmosphere is unforgettable as locals and visitors come together dressed in black and white to bid farewell to the carnival season.
🔥 Highlights in this video:
The spectacular burning of King Vaval
Evening carnival parade in Pointe-à-Pitre
Traditional music, dancing, and chants
Performance by Excellence Groupe
Unique Ash Wednesday traditions in Guadeloupe
Guadeloupe Carnival is one of the most authentic and energetic celebrations in the Caribbean, blending culture, history, and community spirit.
👉 Don’t forget to like, comment, and subscribe for more travel and cultural experiences!

#GuadeloupeCarnival #PointeAPitre #KingVaval #MercrediDesCendres #AshWednesday #CaribbeanCarnival #Guadeloupe #CarnivalFinale #VavalBurning #CaribbeanCulture #TravelGuadeloupe #StreetParade #Carnival2026 #IslandLife #CulturalFestival #TravelVlog #FestivalVibes #DanceAndMusic #CreoleCulture #CarnivalNight",https://i.ytimg.com/vi/52mwu1uhnas/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,21,"Mardi Gras Night Parade in Guadeloupe After the Rain 🌧️✨",https://www.youtube.com/watch?v=JRpU1fKlQzg,JRpU1fKlQzg,2026-04-23T15:47:14Z,00:40,"1,178","Experience the magic of a Mardi Gras night parade in Basse-Terre, Guadeloupe, just after the rain. The streets come alive with vibrant colors, dazzling costumes, and electrifying rhythms as participants celebrate Caribbean carnival culture. A unique atmosphere where reflections on wet pavement make the spectacle even more mesmerizing.

#MardiGras #Guadeloupe #BasseTerre #CarnivalVibes #NightParade #CaribbeanCulture #ColorfulParade #FestivalLife #TravelShorts #RainyNight #StreetParade #IslandLife #CulturalFestival #VibrantColors #YouTubeShorts",https://i.ytimg.com/vi/JRpU1fKlQzg/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,22,"Guadeloupe Carnival 🔥 Mardi Gras Night in Basse-Terre",https://www.youtube.com/watch?v=7qaJa1-2V7M,7qaJa1-2V7M,2026-04-21T10:57:09Z,01:20,356,"Experience the electrifying atmosphere of Guadeloupe Carnival during Mardi Gras in Basse-Terre! 🌙🔥

From pulsating drums to striking costumes, this is one of the most unique moments of Caribbean carnival celebrations. Don’t miss the energy, creativity, and spirit of Guadeloupe!
📍 Location: Basse-Terre, Guadeloupe
🎭 Event: Mardi Gras Carnival Night Parade
👍 Like, comment, and subscribe for more cultural journeys around the world


Guadeloupe carnival, Basse-Terre carnival, Mardi Gras Guadeloupe, Guadeloupe Mardi Gras night, Caribbean carnival 2026, Guadeloupe costume, carnival parade Guadeloupe, Basse Terre Mardi Gras, Caribbean street parade, Guadeloupe culture, French Caribbean carnival, traditional carnival costumes, Guadeloupe festival, Mardi Gras parade night, Caribbean travel vlog",https://i.ytimg.com/vi/7qaJa1-2V7M/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,23,"Guadeloupe Carnival Ash Wednesday Evening Parade in Pointe-à-Pitre 🇬🇵",https://www.youtube.com/watch?v=SyGDJiRV-dg,SyGDJiRV-dg,2026-04-20T14:12:05Z,00:22,"1,510","Experience the vibrant energy of Ash Wednesday (Mercredi des Cendres) in Pointe-à-Pitre, Guadeloupe. As Carnival comes to an end, the streets come alive one last time with powerful music, striking costumes, and the symbolic farewell to Vaval.
This evening parade captures the unique атмосphère of Guadeloupe’s traditions—where celebration meets reflection in an unforgettable cultural moment.
📍 Pointe-à-Pitre, Guadeloupe
🗓️ Ash Wednesday – Carnival Finale

#Guadeloupe #PointeAPitre #AshWednesday #MercrediDesCendres #GuadeloupeCarnival #CaribbeanCulture #Carnival2026 #StreetParade #TravelShorts #CulturalExperience #IslandLife #EveningParade",https://i.ytimg.com/vi/SyGDJiRV-dg/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,24,"Guadeloupe Carnival Mardi Gras Night Parade 🇬🇵🔥 | Basse-Terre Vibes",https://www.youtube.com/watch?v=oakhjyFLmL0,oakhjyFLmL0,2026-04-19T19:00:12Z,01:47,238,"Experience the electrifying energy of Guadeloupe’s Mardi Gras night parade in Basse-Terre! 🎭🔥
Drums, vibrant costumes, dancing, and Caribbean rhythm take over the streets as the island celebrates one of its most powerful carnival traditions.
Feel the culture, the music, and the spirit of Guadeloupe after dark — this is Mardi Gras like you’ve never seen before.
📍 Location: Basse-Terre, Guadeloupe
📅 Event: Mardi Gras Carnival Night Parade
Don’t forget to like, comment, and subscribe for more travel and cultural experiences!

#Guadeloupe #MardiGras #GuadeloupeCarnival #BasseTerre #CaribbeanCulture #CarnivalVibes #TravelCaribbean #StreetParade #IslandLife #CulturalFestival #TravelVlog #CarnivalNight #DrumCulture #Antilles #ExploreGuadeloupe",https://i.ytimg.com/vi/oakhjyFLmL0/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,25,"Saint Martin | This Iguana Owns the Walls of Fort Louis 😳",https://www.youtube.com/watch?v=ancnbTxogPQ,ancnbTxogPQ,2026-04-16T13:01:01Z,00:16,988,"An iguana casually walking on the walls of Fort Louis in Saint Martin… like it’s nothing. 🦎
Nature really built them different.
#Iguana #Nature #Wildlife #SaintMartin #FortLouis #Animals #Shorts",https://i.ytimg.com/vi/ancnbTxogPQ/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,26,"Saint Martin Mullet Bay Beach Sunset 🌇🌴",https://www.youtube.com/watch?v=VPmaBosxiKw,VPmaBosxiKw,2026-04-15T06:15:50Z,00:42,164,"Golden hour magic at Mullet Bay Beach 🌅
Soft waves, glowing skies, and the perfect Caribbean sunset in Saint Martin.
A moment of pure calm and beauty you’ll want to watch again and again.
#SunsetVibes #MulletBay #SaintMartin #CaribbeanSunset",https://i.ytimg.com/vi/VPmaBosxiKw/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,27,"Hidden Shipwreck Beach in Saint Kitts & Nevis 🌊⚓️ #Shorts",https://www.youtube.com/watch?v=A-PNMvROWEQ,A-PNMvROWEQ,2026-04-14T08:34:56Z,00:17,785,"Discover the stunning hidden shipwreck beach in Saint Kitts & Nevis 🇰🇳
Crystal-clear water, golden sand, and a mysterious wreck waiting to be explored 🌴✨
Would you visit this paradise?

#SaintKitts #Nevis #Caribbean #Shipwreck #HiddenBeach #TravelShorts #BeachVibes #TropicalParadise #IslandLife #TravelInspiration #ExploreMore #OceanViews #Wanderlust #VacationGoals",https://i.ytimg.com/vi/A-PNMvROWEQ/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,28,"Mullet Bay Beach 🌊🌴🏖️ Relaxing Waves in Saint Martin | Ultimate Chill Shorts",https://www.youtube.com/watch?v=L3epPSvxq4E,L3epPSvxq4E,2026-04-12T18:01:19Z,00:24,"1,186","Escape to the crystal-clear waters of Mullet Bay Beach in Saint Martin 🌴✨
Enjoy the calming sound of gentle waves, soft sand, and pure Caribbean vibes.
Perfect for relaxing, unwinding, or just taking a mental break anytime 🌊💙
📍 Location: Mullet Bay Beach, Saint Martin

#MulletBay #SaintMartin #RelaxingWaves #BeachVibes #OceanSounds #YouTubeShorts #Caribbean #Relaxation",https://i.ytimg.com/vi/L3epPSvxq4E/hqdefault.jpg,available
"Magic Soul Travel",https://www.youtube.com/@magicsoultravel,UC4zkEzqEk1yyAgoxctP3z8g,29,"Guadeloupe Le Gosier  - l’Îlet du Gosier by Shuttle Boat 🌴",https://www.youtube.com/watch?v=GqYwRxHAdfY,GqYwRxHAdfY,2026-04-12T16:23:20Z,20:32,81,,https://i.ytimg.com/vi/GqYwRxHAdfY/hqdefault.jpg,available
